00007023-04_4_full;1,138,170;44,44,46;227,182,151
00005369-06_1_front;248,233,226;249,245,242;231,188,154
00007303-01_4_full;228,228,228;232,229,220;194,156,133
00006291-05_1_front;219,209,200;210,214,223;233,198,168
00007273-02_4_full;90,163,204;169,192,206;236,208,194
00005761-05_4_full;70,106,168;252,252,254;231,186,147
00001777-06_1_front;46,45,51;59,58,64;172,124,102
00000144-01_4_full;240,238,239;42,40,41;234,215,201
00002122-01_7_additional;29,27,28;19,19,17;213,180,161
00007873-01_4_full;234,224,214;31,27,26;239,211,197
00006350-03_1_front;230,230,232;21,50,84;216,181,162
00001135-03_4_full;239,237,238;25,32,40;232,214,200
00003593-01_4_full;14,14,12;16,26,36;226,185,153
00000316-06_4_full;235,233,234;182,191,198;231,203,182
00004234-02_4_full;210,178,163;41,33,31;247,202,160
00003747-01_4_full;22,26,29;29,29,31;237,214,198
00000627-02_4_full;255,246,255;40,38,43;243,209,172
00007624-03_4_full;237,236,234;137,162,182;203,148,118
00003082-06_1_front;229,228,226;66,47,43;215,166,134
00001181-01_4_full;220,219,227;13,13,11;216,171,138
00001512-10_7_additional;240,240,240;164,182,196;202,150,113
00005025-01_7_additional;251,249,250;123,149,164;207,169,150
00005429-04_4_full;44,65,94;21,28,38;242,224,212
00003599-01_4_full;136,136,146;41,35,37;210,169,151
00003173-02_4_full;180,59,74;76,78,93;238,195,163
00000415-04_4_full;38,33,39;38,37,43;230,188,163
00003805-02_1_front;238,235,230;62,59,66;214,171,155
00000477-02_4_full;249,249,249;219,219,219;214,161,127
00000315-01_1_front;124,159,191;24,12,0;235,196,167
00000283-02_4_full;44,42,47;62,60,63;225,183,158
00003137-05_4_full;20,79,183;60,57,64;213,174,159
00001115-01_7_additional;241,239,240;36,30,30;244,195,154
00007515-02_1_front;54,51,72;81,110,144;220,168,129
00004173-06_4_full;105,144,161;246,246,248;241,189,149
00003834-01_4_full;13,13,13;189,185,174;172,107,75
00001330-01_7_additional;229,227,230;35,35,37;219,179,154
00002475-01_4_full;193,191,192;17,17,15;231,190,162
00007184-01_4_full;39,39,39;210,211,206;230,196,171
00003996-03_1_front;89,103,140;243,239,236;234,216,196
00002229-02_7_additional;31,29,32;33,33,35;211,160,131
00003880-03_4_full;37,32,28;200,208,211;233,197,165
00003082-06_7_additional;230,229,227;58,43,40;223,179,150
00007006-01_1_front;25,23,26;147,163,176;222,174,136
00000288-01_4_full;27,28,32;49,44,50;173,113,89
00002955-02_1_front;239,240,244;41,41,49;224,181,164
00004308-02_4_full;96,80,81;59,60,64;235,200,181
00004120-07_4_full;197,117,22;26,41,60;223,177,143
00007356-02_7_additional;30,28,29;95,129,156;246,216,192
00001170-05_4_full;246,241,237;249,248,246;240,202,166
00001058-03_4_full;12,11,16;153,148,144;242,207,169
00003102-01_7_additional;242,242,244;130,160,184;203,175,161
00002635-02_7_additional;202,203,207;45,47,59;210,150,122
00006546-01_4_full;31,30,25;151,148,141;247,231,216
00003099-01_7_additional;109,103,103;236,234,237;228,194,167
00005552-03_7_additional;115,110,117;46,45,50;242,215,196
00001694-02_4_full;36,30,34;123,148,179;250,203,177
00007783-01_1_front;236,246,255;191,213,226;243,225,215
00007530-02_7_additional;176,117,77;112,148,184;225,198,181
00005326-02_1_front;237,232,229;96,126,154;230,194,168
00005432-03_4_full;254,178,165;29,17,17;195,132,99
00007463-03_4_full;231,229,230;33,31,36;225,182,150
00002829-01_7_additional;40,36,33;18,22,25;235,210,188
00001929-02_1_front;172,148,138;83,74,67;244,234,225
00002121-25_7_additional;162,6,87;97,118,147;232,197,175
00003523-59_1_front;229,230,234;29,27,30;204,148,113
00007210-04_4_full;43,38,35;245,249,250;246,195,152
00005263-06_7_additional;221,198,192;202,202,202;209,154,124
00004662-07_4_full;228,227,233;22,22,24;218,167,140
00005479-05_4_full;56,54,94;235,235,237;245,209,177
00002262-05_1_front;231,227,226;21,20,16;224,177,147
00005620-03_1_front;39,36,31;227,231,230;246,201,160
00004910-02_4_full;115,106,99;83,102,132;211,162,130
00007461-01_4_full;242,240,243;29,26,21;233,197,173
00002616-05_4_full;247,247,247;250,250,252;227,173,137
00003505-02_1_front;28,29,24;145,170,190;229,196,177
00001690-02_1_front;239,237,240;104,136,161;230,197,178
00006552-02_4_full;131,119,81;182,201,216;165,121,112
00004993-03_4_full;207,205,210;35,27,25;225,182,140
00005991-03_1_front;235,157,144;46,60,86;213,165,143
00003713-02_4_full;28,27,23;16,15,10;205,149,122
00001328-02_1_front;42,41,49;80,70,79;208,152,127
00003288-02_7_additional;237,233,230;185,207,221;178,114,76
00005656-02_1_front;230,229,225;55,56,61;194,145,113
00000668-03_7_additional;37,36,32;28,28,26;234,198,166
00007631-02_1_front;50,45,49;38,37,43;239,207,184
00003195-06_1_front;240,236,235;240,193,177;222,176,152
00000619-06_7_additional;21,19,20;53,99,135;207,155,116
00007728-02_1_front;249,249,249;158,186,210;230,202,181
00003493-07_4_full;161,168,186;12,12,12;210,161,121
00001708-02_4_full;231,224,206;8,8,10;233,190,155
00005032-03_4_full;240,235,229;84,117,152;243,206,187
00003727-02_1_front;242,240,241;15,32,42;221,177,142
00007707-01_4_full;131,66,28;175,197,211;194,133,105
00000412-03_4_full;158,153,159;47,41,43;241,192,151
00003883-02_1_front;230,198,203;32,57,97;233,187,163
00003688-02_1_front;248,248,248;237,192,195;212,157,126
00001669-02_7_additional;164,99,67;37,41,53;182,125,95
00003479-08_4_full;209,181,167;29,17,27;241,210,182
00000365-05_1_front;249,253,255;89,112,146;210,170,145
00002737-01_7_additional;239,240,245;88,94,110;225,199,186
00006126-02_4_full;159,161,176;23,35,57;109,65,56
00001660-06_1_front;73,74,79;34,35,39;230,198,185
00005026-02_4_full;229,67,52;18,22,31;241,220,201
00004273-04_4_full;66,63,72;97,121,159;221,175,149
00003832-02_1_front;27,30,47;229,225,224;217,179,166
00006205-01_1_front;237,229,226;171,183,197;208,153,122
00002337-02_1_front;34,32,33;39,54,85;230,184,158
00002208-02_1_front;31,22,17;150,136,110;240,186,148
00006088-02_7_additional;70,35,39;32,93,148;221,181,156
00001080-01_1_front;252,252,254;28,25,20;241,210,189
00004329-06_4_full;239,237,238;45,44,49;214,158,131
00000342-07_4_full;73,70,79;104,128,164;213,167,144
00001767-03_1_front;242,241,246;62,57,77;241,210,189
00003466-10_4_full;75,24,31;69,67,70;218,176,154
00000695-01_7_additional;22,22,22;16,32,48;233,197,175
00000446-02_4_full;44,40,67;95,140,182;236,222,211
00006554-02_4_full;245,244,242;43,38,35;225,158,115
00006722-02_4_full;238,236,239;34,82,122;231,192,161
00000371-09_1_front;254,187,179;195,211,224;235,194,172
00003298-05_4_full;36,37,83;30,38,49;228,193,174
00005226-03_1_front;239,234,228;17,24,32;230,185,154
00004472-01_4_full;243,243,243;200,205,209;185,137,114
00007221-12_1_front;39,40,45;33,32,37;128,77,50
00003558-15_7_additional;2,103,145;97,85,95;230,183,163
00003819-03_4_full;225,216,207;36,31,35;209,164,131
00002788-02_1_front;232,231,229;157,126,132;211,164,134
00002758-01_1_front;238,238,240;83,91,104;221,184,158
00005286-06_1_front;55,54,59;43,39,62;221,179,163
00005829-06_1_front;228,221,213;218,200,180;231,183,145
00002691-08_1_front;238,237,242;208,49,53;216,180,158
00003271-03_1_front;251,251,251;38,33,37;222,156,122
00002272-05_1_front;41,39,44;155,174,191;233,196,178
00005901-07_4_full;32,31,36;29,28,33;232,195,176
00005085-19_4_full;115,115,115;38,40,52;250,190,153
00003871-02_1_front;249,248,246;39,33,35;255,229,212
00007602-03_1_front;229,214,209;140,157,173;184,121,86
00007160-01_4_full;245,243,244;108,143,181;220,173,147
00005957-02_4_full;244,224,217;247,245,246;239,212,195
00007160-02_4_full;230,228,229;142,172,164;220,173,145
00000865-03_1_front;214,212,213;33,32,38;239,202,176
00005829-07_1_front;223,214,205;185,87,50;177,107,71
00005310-07_4_full;6,44,119;36,69,148;242,202,177
00002059-01_1_front;234,232,235;13,23,33;220,182,159
00001937-02_1_front;212,212,212;220,219,214;220,182,159
00005019-04_4_full;149,156,185;171,188,208;228,191,175
00000851-01_4_full;9,8,6;26,25,20;224,183,161
00005203-02_1_front;205,204,202;156,175,189;224,178,145
00002447-03_4_full;239,237,238;22,27,33;234,209,189
00005532-02_4_full;244,242,243;208,209,214;247,198,158
00006783-02_4_full;29,50,69;197,215,225;218,182,156
00000875-01_1_front;243,241,242;27,27,25;229,193,177
00005178-02_7_additional;232,230,231;50,58,95;207,156,127
00006860-02_1_front;241,237,238;174,187,196;230,197,178
00007773-03_4_full;223,211,211;153,180,199;184,120,84
00002251-02_4_full;49,50,55;177,182,185;224,187,171
00001833-02_1_front;229,188,182;151,177,194;228,197,179
00007970-01_7_additional;160,135,138;37,53,86;199,147,125
00002343-02_4_full;244,242,243;240,239,237;209,162,146
00004280-08_4_full;243,208,188;233,231,234;238,217,200
00006330-02_1_front;105,40,74;32,9,17;118,67,38
00005728-02_1_front;30,26,25;29,25,24;227,184,165
00003882-02_1_front;220,198,97;21,29,40;245,217,193
00001751-02_7_additional;208,171,152;62,51,55;229,184,161
00007382-01_4_full;220,220,222;192,214,227;233,206,189
00006151-01_4_full;242,243,245;28,28,36;236,218,198
00000020-05_7_additional;32,29,38;21,20,16;210,155,125
00000812-04_4_full;213,208,212;119,167,207;214,162,140
00000758-02_4_full;230,217,211;13,18,22;230,202,181
00000126-03_4_full;59,58,64;69,91,130;220,170,143
00000070-03_1_front;36,35,33;31,34,41;230,194,170
00004560-09_4_full;228,225,182;233,230,225;212,163,130
00000433-05_4_full;39,37,38;193,198,201;241,210,190
00002112-06_1_front;58,66,115;186,200,209;237,201,175
00004765-08_4_full;249,248,246;53,48,55;231,173,135
00003669-03_1_front;84,77,85;187,195,198;243,211,190
00007012-07_4_full;227,217,207;34,44,56;204,151,120
00006827-01_4_full;230,228,229;41,39,44;197,137,101
00003771-01_4_full;39,42,47;32,34,33;229,203,180
00002831-01_1_front;233,232,230;22,23,18;231,203,182
00006601-02_7_additional;241,234,162;247,245,248;230,193,167
00004272-01_4_full;230,229,227;23,24,19;208,171,145
00003479-06_4_full;13,7,11;28,21,28;243,208,176
00000820-05_1_front;189,192,201;242,246,255;254,233,212
00002703-08_4_full;236,232,195;180,203,217;225,188,162
00006579-01_1_front;181,178,185;72,86,113;210,153,124
00007168-06_1_front;251,249,250;180,50,50;243,217,194
00000181-03_7_additional;25,25,25;30,45,68;232,199,180
00001666-01_7_additional;24,24,24;24,24,24;243,229,218
00005817-02_7_additional;37,35,36;31,31,33;206,154,117
00005001-02_4_full;249,198,177;38,28,26;228,175,143
00004380-03_4_full;239,238,243;40,42,55;227,191,179
00002287-05_4_full;107,47,47;28,31,40;200,148,127
00004515-01_4_full;248,246,247;59,101,139;238,202,176
00001605-08_1_front;201,197,196;105,177,227;232,195,166
00003525-02_4_full;240,235,231;22,30,43;230,202,178
00005228-05_4_full;244,246,241;38,29,24;238,192,156
00002333-02_1_front;244,242,245;100,143,186;242,219,201
00002162-20_4_full;35,30,26;32,27,23;244,191,139
00003343-20_4_full;1,106,153;78,73,77;212,160,121
00006291-05_4_full;210,200,191;204,211,221;206,149,120
00005555-02_1_front;253,252,250;241,241,243;226,181,152
00001384-10_4_full;211,40,56;175,185,194;239,203,177
00007205-07_4_full;143,28,45;221,222,226;242,190,142
00003256-02_7_additional;116,153,182;19,19,17;235,208,187
00003936-01_1_front;132,131,137;163,175,189;247,215,176
00005623-04_4_full;19,65,81;31,26,23;232,169,126
00004285-02_4_full;238,221,213;245,218,199;226,180,156
00002162-35_4_full;254,245,248;176,196,220;245,211,186
00004375-02_4_full;45,45,47;37,39,38;215,172,156
00007107-09_1_front;66,65,47;32,35,54;215,168,142
00003915-03_4_full;51,31,30;30,29,24;205,147,107
00003207-03_7_additional;211,200,206;68,64,79;225,186,171
00006768-06_1_front;187,167,160;29,27,30;211,165,141
00004670-02_4_full;255,182,163;193,212,219;230,197,178
00001950-03_1_front;21,21,23;36,40,51;232,196,170
00002175-03_1_front;234,229,223;42,38,39;223,172,145
00001026-05_1_front;87,87,95;25,30,49;235,198,172
00005678-01_4_full;249,247,248;9,17,19;234,212,199
00004628-02_4_full;217,193,183;240,239,245;223,186,168
00005395-05_7_additional;255,117,110;121,118,127;218,182,168
00007883-01_1_front;236,240,241;25,25,33;232,200,179
00001987-02_1_front;160,158,161;241,240,238;203,144,110
00001801-03_4_full;203,176,146;243,248,254;249,218,190
00003373-02_7_additional;197,197,199;32,33,35;222,175,145
00005205-02_7_additional;27,27,25;41,45,46;199,145,109
00000132-02_4_full;247,247,249;45,45,47;243,225,211
00005128-04_4_full;243,241,244;227,218,211;230,187,168
00006633-02_7_additional;30,33,48;45,77,116;207,169,148
00005131-01_7_additional;244,242,243;223,232,241;229,184,163
00001255-03_7_additional;170,179,186;27,27,29;214,179,160
00000495-02_4_full;206,207,212;24,33,50;203,160,128
00000958-05_1_front;59,30,0;31,40,49;241,214,193
00006578-01_4_full;31,32,34;100,99,97;225,202,184
00006520-03_1_front;28,18,29;90,134,181;238,206,183
00001018-06_4_full;60,51,36;253,251,252;248,203,170
00001155-01_1_front;19,20,15;224,224,224;232,200,177
00002203-02_1_front;32,32,34;33,33,33;232,190,166
00001992-01_4_full;151,25,37;24,24,16;217,183,158
00005306-06_4_full;228,226,227;31,30,35;215,172,155
00005297-02_7_additional;39,46,92;192,192,194;242,220,206
00000521-02_4_full;252,251,247;169,182,190;236,174,123
00005036-01_1_front;43,39,36;173,177,178;227,181,148
00001075-02_4_full;240,240,242;36,37,39;225,179,155
00006714-02_4_full;237,237,239;45,45,47;216,171,142
00004400-02_4_full;230,229,234;26,25,21;197,151,125
00001578-08_1_front;201,37,46;12,12,12;239,202,176
00003919-08_1_front;231,231,233;206,38,53;211,169,145
00003709-05_1_front;242,240,241;31,72,104;188,132,99
00007560-01_1_front;242,240,241;149,168,183;210,154,117
00003644-06_4_full;241,240,238;50,50,52;222,176,150
00005827-05_4_full;247,245,246;40,38,41;228,192,170
00006673-02_7_additional;174,174,176;184,189,192;208,154,120
00000510-02_4_full;231,193,184;39,73,118;215,173,151
00001212-28_4_full;255,194,163;165,175,185;242,204,168
00007452-04_4_full;242,225,215;48,36,36;245,206,177
00001383-03_1_front;240,238,239;125,153,177;226,198,186
00001686-02_7_additional;246,245,250;16,24,35;214,168,145
00000681-03_1_front;38,39,41;69,67,70;208,165,133
00001129-01_7_additional;234,235,237;32,36,45;219,178,150
00002260-01_4_full;21,21,19;16,15,11;169,110,80
00003590-03_7_additional;204,204,204;128,150,164;209,163,129
00003375-02_7_additional;235,234,230;193,200,206;238,210,189
00003418-01_4_full;34,37,68;180,194,197;237,212,192
00004897-05_4_full;227,225,226;240,239,237;188,129,95
00005559-04_4_full;226,209,199;184,189,195;206,153,122
00006377-08_4_full;1,124,184;252,252,254;227,178,146
00006757-01_7_additional;53,35,23;29,30,25;140,81,41
00003428-01_4_full;226,219,203;29,26,17;232,201,180
00004863-01_4_full;36,35,40;220,223,230;237,218,204
00006370-03_1_front;243,238,235;25,24,20;238,203,175
00001710-01_1_front;246,246,246;11,11,9;238,220,198
00004889-05_4_full;242,240,243;31,41,66;234,199,171
00005318-02_4_full;25,23,26;44,37,44;176,116,80
00003170-01_7_additional;206,207,201;21,17,14;231,198,167
00001688-02_1_front;17,16,22;159,153,153;233,191,166
00005892-08_1_front;185,177,164;180,173,163;235,219,204
00004144-10_4_full;85,226,210;154,170,183;238,193,152
00007620-03_1_front;248,248,248;33,29,28;208,161,133
00002169-02_7_additional;218,219,223;77,106,148;209,170,153
00005500-02_1_front;39,34,31;231,232,237;232,198,171
00004504-03_4_full;37,36,42;234,233,231;226,184,162
00007661-05_7_additional;234,214,179;68,67,72;230,193,167
00001670-02_7_additional;162,161,159;29,28,26;237,184,150
00003300-01_1_front;244,243,241;16,22,36;234,202,179
00007391-03_7_additional;237,237,239;15,24,33;202,152,119
00005736-06_1_front;232,228,225;161,30,36;223,181,159
00006674-02_4_full;226,223,230;13,14,9;213,169,144
00007178-02_4_full;38,33,30;41,37,36;235,179,144
00007178-03_4_full;250,245,239;235,240,244;237,200,171
00006088-01_1_front;20,29,44;47,90,141;231,194,167
00001028-02_4_full;150,148,169;109,145,177;212,163,133
00000329-03_4_full;250,249,245;199,223,235;193,139,101
00002201-40_4_full;0,173,180;23,34,56;241,219,205
00001860-02_4_full;237,207,196;225,230,236;226,194,171
00001599-01_4_full;228,224,221;16,15,11;186,128,91
00005085-48_4_full;212,228,244;149,176,195;255,211,176
00005886-03_1_front;244,243,241;19,37,61;221,188,171
00002201-33_7_additional;210,190,165;35,59,83;234,203,175
00006227-03_4_full;250,250,250;162,175,183;229,163,115
00001570-02_1_front;111,148,190;30,25,29;207,153,129
00003154-03_4_full;112,109,116;0,0,0;226,188,167
00002867-05_4_full;245,238,228;203,217,230;238,186,146
00002883-01_7_additional;32,32,32;225,223,224;231,199,174
00000605-02_1_front;231,226,222;32,32,32;219,173,147
00006602-13_4_full;249,245,242;155,177,201;244,213,184
00006445-05_4_full;241,241,243;46,37,38;233,200,183
00001716-01_4_full;209,208,206;13,8,2;244,227,211
00007275-01_7_additional;75,67,64;26,25,21;212,165,147
00004546-01_4_full;38,38,36;36,54,78;222,177,154
00003775-01_4_full;41,42,44;234,208,181;239,219,195
00007528-04_4_full;242,240,243;203,213,214;227,190,163
00002347-03_4_full;30,29,27;243,241,244;222,186,160
00005901-05_4_full;47,52,84;31,30,35;212,172,146
00002162-11_4_full;45,42,63;39,31,28;247,192,136
00007097-03_1_front;121,122,114;232,231,227;171,122,90
00000751-03_4_full;238,231,225;186,196,205;208,153,123
00006235-01_7_additional;251,251,251;247,246,244;232,197,159
00005369-04_4_full;245,245,247;29,25,22;231,187,152
00002322-01_4_full;232,231,237;135,135,137;208,162,129
00007796-03_1_front;239,199,77;25,33,44;241,207,179
00006861-02_4_full;247,243,240;26,22,13;226,179,151
00001342-01_4_full;236,237,241;17,17,15;221,185,159
00005325-02_1_front;240,239,244;106,125,129;233,206,187
00006397-01_1_front;241,232,217;150,178,199;236,210,195
00000620-01_1_front;39,38,36;38,37,33;236,200,174
00006261-02_4_full;255,144,89;41,44,53;223,177,144
00004444-01_4_full;252,252,252;167,186,201;225,171,137
00005629-06_1_front;94,93,99;37,31,31;235,200,178
00003109-01_1_front;32,36,39;43,47,48;215,164,137
00007372-02_7_additional;191,165,140;72,44,23;205,160,129
00001512-11_4_full;115,40,47;97,122,153;206,155,124
00006366-03_7_additional;180,52,39;238,236,237;231,200,180
00001536-02_4_full;211,229,239;20,19,17;231,204,177
00007903-06_7_additional;241,241,243;36,35,41;206,170,148
00005733-01_4_full;195,195,187;22,19,14;228,193,165
00000935-02_7_additional;67,42,48;30,29,35;229,193,171
00002812-03_1_front;230,226,223;29,29,27;212,150,111
00004378-02_4_full;223,170,64;31,31,39;226,178,155
00006853-02_4_full;58,76,140;37,107,221;250,222,201
00002318-01_7_additional;248,246,247;33,33,33;234,209,187
00001101-02_4_full;27,25,26;232,230,233;223,177,144
00003558-02_1_front;242,242,242;232,235,240;231,189,173
00001585-03_7_additional;103,98,105;188,196,207;242,206,170
00002589-01_1_front;241,240,246;32,34,46;225,184,164
00005999-05_1_front;52,53,58;40,40,42;241,229,217
00006484-02_4_full;70,20,11;34,31,24;230,195,173
